,date,cgdppc|france,cgdppc|germany,cgdppc|spain,cgdppc|united states,rgdpnapc|france,rgdpnapc|germany,rgdpnapc|spain,rgdpnapc|united states
838,1984-11,21192,21247,11585,32076,25305,29863,16928,32076
839,1984-12,21192,21247,11585,32076,25305,29863,16928,32076
840,1985-01,20830,21377,11538,33024,25549,30584,17381,33024
841,1985-02,20830,21377,11538,33024,25549,30584,17381,33024
842,1985-03,20830,21377,11538,33024,25549,30584,17381,33024
843,1985-04,20830,21377,11538,33024,25549,30584,17381,33024
844,1985-05,20830,21377,11538,33024,25549,30584,17381,33024
845,1985-06,20830,21377,11538,33024,25549,30584,17381,33024
846,1985-07,20830,21377,11538,33024,25549,30584,17381,33024
847,1985-08,20830,21377,11538,33024,25549,30584,17381,33024
848,1985-09,20830,21377,11538,33024,25549,30584,17381,33024
849,1985-10,20830,21377,11538,33024,25549,30584,17381,33024
850,1985-11,20830,21377,11538,33024,25549,30584,17381,33024
851,1985-12,20830,21377,11538,33024,25549,30584,17381,33024
852,1986-01,21857,22858,12383,33851,26047,31249,18028,33851
853,1986-02,21857,22858,12383,33851,26047,31249,18028,33851
854,1986-03,21857,22858,12383,33851,26047,31249,18028,33851
855,1986-04,21857,22858,12383,33851,26047,31249,18028,33851
856,1986-05,21857,22858,12383,33851,26047,31249,18028,33851
857,1986-06,21857,22858,12383,33851,26047,31249,18028,33851
858,1986-07,21857,22858,12383,33851,26047,31249,18028,33851
859,1986-08,21857,22858,12383,33851,26047,31249,18028,33851
860,1986-09,21857,22858,12383,33851,26047,31249,18028,33851
861,1986-10,21857,22858,12383,33851,26047,31249,18028,33851
862,1986-11,21857,22858,12383,33851,26047,31249,18028,33851
863,1986-12,21857,22858,12383,33851,26047,31249,18028,33851
864,1987-01,22324,23740,13449,34730,26581,31718,19248,34730
865,1987-02,22324,23740,13449,34730,26581,31718,19248,34730
866,1987-03,22324,23740,13449,34730,26581,31718,19248,34730
867,1987-04,22324,23740,13449,34730,26581,31718,19248,34730
868,1987-05,22324,23740,13449,34730,26581,31718,19248,34730
869,1987-06,22324,23740,13449,34730,26581,31718,19248,34730
870,1987-07,22324,23740,13449,34730,26581,31718,19248,34730
871,1987-08,22324,23740,13449,34730,26581,31718,19248,34730
872,1987-09,22324,23740,13449,34730,26581,31718,19248,34730
873,1987-10,22324,23740,13449,34730,26581,31718,19248,34730
874,1987-11,22324,23740,13449,34730,26581,31718,19248,34730
875,1987-12,22324,23740,13449,34730,26581,31718,19248,34730
876,1988-01,23348,24887,14597,35865,27621,32645,20436,35865
877,1988-02,23348,24887,14597,35865,27621,32645,20436,35865
878,1988-03,23348,24887,14597,35865,27621,32645,20436,35865
879,1988-04,23348,24887,14597,35865,27621,32645,20436,35865
880,1988-05,23348,24887,14597,35865,27621,32645,20436,35865
881,1988-06,23348,24887,14597,35865,27621,32645,20436,35865
882,1988-07,23348,24887,14597,35865,27621,32645,20436,35865
883,1988-08,23348,24887,14597,35865,27621,32645,20436,35865
884,1988-09,23348,24887,14597,35865,27621,32645,20436,35865
885,1988-10,23348,24887,14597,35865,27621,32645,20436,35865
886,1988-11,23348,24887,14597,35865,27621,32645,20436,35865
887,1988-12,23348,24887,14597,35865,27621,32645,20436,35865
888,1989-01,24014,25724,15817,36757,28460,33449,21722,36757
889,1989-02,24014,25724,15817,36757,28460,33449,21722,36757
890,1989-03,24014,25724,15817,36757,28460,33449,21722,36757
891,1989-04,24014,25724,15817,36757,28460,33449,21722,36757
892,1989-05,24014,25724,15817,36757,28460,33449,21722,36757
893,1989-06,24014,25724,15817,36757,28460,33449,21722,36757
894,1989-07,24014,25724,15817,36757,28460,33449,21722,36757
895,1989-08,24014,25724,15817,36757,28460,33449,21722,36757
896,1989-09,24014,25724,15817,36757,28460,33449,21722,36757
897,1989-10,24014,25724,15817,36757,28460,33449,21722,36757
898,1989-11,24014,25724,15817,36757,28460,33449,21722,36757
899,1989-12,24014,25724,15817,36757,28460,33449,21722,36757
900,1990-01,24349,25054,16764,36982,29031,32178,22735,36982
901,1990-02,24349,25054,16764,36982,29031,32178,22735,36982
902,1990-03,24349,25054,16764,36982,29031,32178,22735,36982
903,1990-04,24349,25054,16764,36982,29031,32178,22735,36982
904,1990-05,24349,25054,16764,36982,29031,32178,22735,36982
905,1990-06,24349,25054,16764,36982,29031,32178,22735,36982
906,1990-07,24349,25054,16764,36982,29031,32178,22735,36982
907,1990-08,24349,25054,16764,36982,29031,32178,22735,36982
908,1990-09,24349,25054,16764,36982,29031,32178,22735,36982
909,1990-10,24349,25054,16764,36982,29031,32178,22735,36982
910,1990-11,24349,25054,16764,36982,29031,32178,22735,36982
911,1990-12,24349,25054,16764,36982,29031,32178,22735,36982
912,1991-01,24533,26568,17846,36464,29158,33545,23425,36464
913,1991-02,24533,26568,17846,36464,29158,33545,23425,36464
914,1991-03,24533,26568,17846,36464,29158,33545,23425,36464
915,1991-04,24533,26568,17846,36464,29158,33545,23425,36464
916,1991-05,24533,26568,17846,36464,29158,33545,23425,36464
917,1991-06,24533,26568,17846,36464,29158,33545,23425,36464
918,1991-07,24533,26568,17846,36464,29158,33545,23425,36464
919,1991-08,24533,26568,17846,36464,29158,33545,23425,36464
920,1991-09,24533,26568,17846,36464,29158,33545,23425,36464
921,1991-10,24533,26568,17846,36464,29158,33545,23425,36464
922,1991-11,24533,26568,17846,36464,29158,33545,23425,36464
923,1991-12,24533,26568,17846,36464,29158,33545,23425,36464
924,1992-01,24774,27098,18192,37241,29449,33931,23671,37241
925,1992-02,24774,27098,18192,37241,29449,33931,23671,37241
926,1992-03,24774,27098,18192,37241,29449,33931,23671,37241
927,1992-04,24774,27098,18192,37241,29449,33931,23671,37241
928,1992-05,24774,27098,18192,37241,29449,33931,23671,37241
929,1992-06,24774,27098,18192,37241,29449,33931,23671,37241
930,1992-07,24774,27098,18192,37241,29449,33931,23671,37241
931,1992-08,24774,27098,18192,37241,29449,33931,23671,37241
932,1992-09,24774,27098,18192,37241,29449,33931,23671,37241
933,1992-10,24774,27098,18192,37241,29449,33931,23671,37241
934,1992-11,24774,27098,18192,37241,29449,33931,23671,37241
935,1992-12,24774,27098,18192,37241,29449,33931,23671,37241
936,1993-01,24563,27199,18250,37762,29113,33387,23166,37762
937,1993-02,24563,27199,18250,37762,29113,33387,23166,37762
938,1993-03,24563,27199,18250,37762,29113,33387,23166,37762
939,1993-04,24563,27199,18250,37762,29113,33387,23166,37762
940,1993-05,24563,27199,18250,37762,29113,33387,23166,37762
941,1993-06,24563,27199,18250,37762,29113,33387,23166,37762
942,1993-07,24563,27199,18250,37762,29113,33387,23166,37762
943,1993-08,24563,27199,18250,37762,29113,33387,23166,37762
944,1993-09,24563,27199,18250,37762,29113,33387,23166,37762
945,1993-10,24563,27199,18250,37762,29113,33387,23166,37762
946,1993-11,24563,27199,18250,37762,29113,33387,23166,37762
947,1993-12,24563,27199,18250,37762,29113,33387,23166,37762
948,1994-01,25060,28297,19045,38808,29656,34089,23690,38808
949,1994-02,25060,28297,19045,38808,29656,34089,23690,38808
950,1994-03,25060,28297,19045,38808,29656,34089,23690,38808
951,1994-04,25060,28297,19045,38808,29656,34089,23690,38808
952,1994-05,25060,28297,19045,38808,29656,34089,23690,38808
953,1994-06,25060,28297,19045,38808,29656,34089,23690,38808
954,1994-07,25060,28297,19045,38808,29656,34089,23690,38808
955,1994-08,25060,28297,19045,38808,29656,34089,23690,38808
956,1994-09,25060,28297,19045,38808,29656,34089,23690,38808
957,1994-10,25060,28297,19045,38808,29656,34089,23690,38808
958,1994-11,25060,28297,19045,38808,29656,34089,23690,38808
959,1994-12,25060,28297,19045,38808,29656,34089,23690,38808
960,1995-01,25434,29211,20117,39391,30135,34579,24465,39391
961,1995-02,25434,29211,20117,39391,30135,34579,24465,39391
962,1995-03,25434,29211,20117,39391,30135,34579,24465,39391
963,1995-04,25434,29211,20117,39391,30135,34579,24465,39391
964,1995-05,25434,29211,20117,39391,30135,34579,24465,39391
965,1995-06,25434,29211,20117,39391,30135,34579,24465,39391
966,1995-07,25434,29211,20117,39391,30135,34579,24465,39391
967,1995-08,25434,29211,20117,39391,30135,34579,24465,39391
968,1995-09,25434,29211,20117,39391,30135,34579,24465,39391
969,1995-10,25434,29211,20117,39391,30135,34579,24465,39391
970,1995-11,25434,29211,20117,39391,30135,34579,24465,39391
971,1995-12,25434,29211,20117,39391,30135,34579,24465,39391
972,1996-01,25692,29415,20655,40414,30415,34761,25017,40414
973,1996-02,25692,29415,20655,40414,30415,34761,25017,40414
974,1996-03,25692,29415,20655,40414,30415,34761,25017,40414
975,1996-04,25692,29415,20655,40414,30415,34761,25017,40414
976,1996-05,25692,29415,20655,40414,30415,34761,25017,40414
977,1996-06,25692,29415,20655,40414,30415,34761,25017,40414
978,1996-07,25692,29415,20655,40414,30415,34761,25017,40414
979,1996-08,25692,29415,20655,40414,30415,34761,25017,40414
980,1996-09,25692,29415,20655,40414,30415,34761,25017,40414
981,1996-10,25692,29415,20655,40414,30415,34761,25017,40414
982,1996-11,25692,29415,20655,40414,30415,34761,25017,40414
983,1996-12,25692,29415,20655,40414,30415,34761,25017,40414
984,1997-01,27237,30586,22161,41723,30987,35352,25856,41723
985,1997-02,27237,30586,22161,41723,30987,35352,25856,41723
986,1997-03,27237,30586,22161,41723,30987,35352,25856,41723
987,1997-04,27237,30586,22161,41723,30987,35352,25856,41723
988,1997-05,27237,30586,22161,41723,30987,35352,25856,41723
989,1997-06,27237,30586,22161,41723,30987,35352,25856,41723
990,1997-07,27237,30586,22161,41723,30987,35352,25856,41723
991,1997-08,27237,30586,22161,41723,30987,35352,25856,41723
992,1997-09,27237,30586,22161,41723,30987,35352,25856,41723
993,1997-10,27237,30586,22161,41723,30987,35352,25856,41723
994,1997-11,27237,30586,22161,41723,30987,35352,25856,41723
995,1997-12,27237,30586,22161,41723,30987,35352,25856,41723
996,1998-01,28888,31964,23756,43073,31941,36047,26949,43073
997,1998-02,28888,31964,23756,43073,31941,36047,26949,43073
998,1998-03,28888,31964,23756,43073,31941,36047,26949,43073
999,1998-04,28888,31964,23756,43073,31941,36047,26949,43073
1000,1998-05,28888,31964,23756,43073,31941,36047,26949,43073
1001,1998-06,28888,31964,23756,43073,31941,36047,26949,43073
1002,1998-07,28888,31964,23756,43073,31941,36047,26949,43073
1003,1998-08,28888,31964,23756,43073,31941,36047,26949,43073
1004,1998-09,28888,31964,23756,43073,31941,36047,26949,43073
1005,1998-10,28888,31964,23756,43073,31941,36047,26949,43073
1006,1998-11,28888,31964,23756,43073,31941,36047,26949,43073
1007,1998-12,28888,31964,23756,43073,31941,36047,26949,43073
1008,1999-01,29973,33145,24842,44576,32872,36739,28127,44576
1009,1999-02,29973,33145,24842,44576,32872,36739,28127,44576
1010,1999-03,29973,33145,24842,44576,32872,36739,28127,44576
1011,1999-04,29973,33145,24842,44576,32872,36739,28127,44576
1012,1999-05,29973,33145,24842,44576,32872,36739,28127,44576
1013,1999-06,29973,33145,24842,44576,32872,36739,28127,44576
1014,1999-07,29973,33145,24842,44576,32872,36739,28127,44576
1015,1999-08,29973,33145,24842,44576,32872,36739,28127,44576
1016,1999-09,29973,33145,24842,44576,32872,36739,28127,44576
1017,1999-10,29973,33145,24842,44576,32872,36739,28127,44576
1018,1999-11,29973,33145,24842,44576,32872,36739,28127,44576
1019,1999-12,29973,33145,24842,44576,32872,36739,28127,44576
1020,2000-01,31771,33975,26424,45887,33967,37776,29481,45887
1021,2000-02,31771,33975,26424,45887,33967,37776,29481,45887
1022,2000-03,31771,33975,26424,45887,33967,37776,29481,45887
1023,2000-04,31771,33975,26424,45887,33967,37776,29481,45887
1024,2000-05,31771,33975,26424,45887,33967,37776,29481,45887
1025,2000-06,31771,33975,26424,45887,33967,37776,29481,45887
1026,2000-07,31771,33975,26424,45887,33967,37776,29481,45887
1027,2000-08,31771,33975,26424,45887,33967,37776,29481,45887
1028,2000-09,31771,33975,26424,45887,33967,37776,29481,45887
1029,2000-10,31771,33975,26424,45887,33967,37776,29481,45887
1030,2000-11,31771,33975,26424,45887,33967,37776,29481,45887
1031,2000-12,31771,33975,26424,45887,33967,37776,29481,45887
1032,2001-01,32740,34560,27372,45878,34434,38352,30501,45878
1033,2001-02,32740,34560,27372,45878,34434,38352,30501,45878
1034,2001-03,32740,34560,27372,45878,34434,38352,30501,45878
1035,2001-04,32740,34560,27372,45878,34434,38352,30501,45878
1036,2001-05,32740,34560,27372,45878,34434,38352,30501,45878
1037,2001-06,32740,34560,27372,45878,34434,38352,30501,45878
1038,2001-07,32740,34560,27372,45878,34434,38352,30501,45878
1039,2001-08,32740,34560,27372,45878,34434,38352,30501,45878
1040,2001-09,32740,34560,27372,45878,34434,38352,30501,45878
1041,2001-10,32740,34560,27372,45878,34434,38352,30501,45878
1042,2001-11,32740,34560,27372,45878,34434,38352,30501,45878
1043,2001-12,32740,34560,27372,45878,34434,38352,30501,45878
1044,2002-01,33151,34674,28263,46267,34618,38288,30902,46267
1045,2002-02,33151,34674,28263,46267,34618,38288,30902,46267
1046,2002-03,33151,34674,28263,46267,34618,38288,30902,46267
1047,2002-04,33151,34674,28263,46267,34618,38288,30902,46267
1048,2002-05,33151,34674,28263,46267,34618,38288,30902,46267
1049,2002-06,33151,34674,28263,46267,34618,38288,30902,46267
1050,2002-07,33151,34674,28263,46267,34618,38288,30902,46267
1051,2002-08,33151,34674,28263,46267,34618,38288,30902,46267
1052,2002-09,33151,34674,28263,46267,34618,38288,30902,46267
1053,2002-10,33151,34674,28263,46267,34618,38288,30902,46267
1054,2002-11,33151,34674,28263,46267,34618,38288,30902,46267
1055,2002-12,33151,34674,28263,46267,34618,38288,30902,46267
1056,2003-01,31556,34976,27722,47158,34707,37995,31315,47158
1057,2003-02,31556,34976,27722,47158,34707,37995,31315,47158
1058,2003-03,31556,34976,27722,47158,34707,37995,31315,47158
1059,2003-04,31556,34976,27722,47158,34707,37995,31315,47158
1060,2003-05,31556,34976,27722,47158,34707,37995,31315,47158
1061,2003-06,31556,34976,27722,47158,34707,37995,31315,47158
1062,2003-07,31556,34976,27722,47158,34707,37995,31315,47158
1063,2003-08,31556,34976,27722,47158,34707,37995,31315,47158
1064,2003-09,31556,34976,27722,47158,34707,37995,31315,47158
1065,2003-10,31556,34976,27722,47158,34707,37995,31315,47158
1066,2003-11,31556,34976,27722,47158,34707,37995,31315,47158
1067,2003-12,31556,34976,27722,47158,34707,37995,31315,47158
1068,2004-01,32202,35908,28220,48493,35465,38448,31823,48493
1069,2004-02,32202,35908,28220,48493,35465,38448,31823,48493
1070,2004-03,32202,35908,28220,48493,35465,38448,31823,48493
1071,2004-04,32202,35908,28220,48493,35465,38448,31823,48493
1072,2004-05,32202,35908,28220,48493,35465,38448,31823,48493
1073,2004-06,32202,35908,28220,48493,35465,38448,31823,48493
1074,2004-07,32202,35908,28220,48493,35465,38448,31823,48493
1075,2004-08,32202,35908,28220,48493,35465,38448,31823,48493
1076,2004-09,32202,35908,28220,48493,35465,38448,31823,48493
1077,2004-10,32202,35908,28220,48493,35465,38448,31823,48493
1078,2004-11,32202,35908,28220,48493,35465,38448,31823,48493
1079,2004-12,32202,35908,28220,48493,35465,38448,31823,48493
1080,2005-01,33428,37305,29465,49655,35817,38741,32406,49655
1081,2005-02,33428,37305,29465,49655,35817,38741,32406,49655
1082,2005-03,33428,37305,29465,49655,35817,38741,32406,49655
1083,2005-04,33428,37305,29465,49655,35817,38741,32406,49655
1084,2005-05,33428,37305,29465,49655,35817,38741,32406,49655
1085,2005-06,33428,37305,29465,49655,35817,38741,32406,49655
1086,2005-07,33428,37305,29465,49655,35817,38741,32406,49655
1087,2005-08,33428,37305,29465,49655,35817,38741,32406,49655
1088,2005-09,33428,37305,29465,49655,35817,38741,32406,49655
1089,2005-10,33428,37305,29465,49655,35817,38741,32406,49655
1090,2005-11,33428,37305,29465,49655,35817,38741,32406,49655
1091,2005-12,33428,37305,29465,49655,35817,38741,32406,49655
1092,2006-01,34098,38784,31493,50490,36439,40220,33211,50490
1093,2006-02,34098,38784,31493,50490,36439,40220,33211,50490
1094,2006-03,34098,38784,31493,50490,36439,40220,33211,50490
1095,2006-04,34098,38784,31493,50490,36439,40220,33211,50490
1096,2006-05,34098,38784,31493,50490,36439,40220,33211,50490
1097,2006-06,34098,38784,31493,50490,36439,40220,33211,50490
1098,2006-07,34098,38784,31493,50490,36439,40220,33211,50490
1099,2006-08,34098,38784,31493,50490,36439,40220,33211,50490
1100,2006-09,34098,38784,31493,50490,36439,40220,33211,50490
1101,2006-10,34098,38784,31493,50490,36439,40220,33211,50490
1102,2006-11,34098,38784,31493,50490,36439,40220,33211,50490
1103,2006-12,34098,38784,31493,50490,36439,40220,33211,50490
1104,2007-01,35855,41047,33516,50902,37068,41587,33801,50902
1105,2007-02,35855,41047,33516,50902,37068,41587,33801,50902
1106,2007-03,35855,41047,33516,50902,37068,41587,33801,50902
1107,2007-04,35855,41047,33516,50902,37068,41587,33801,50902
1108,2007-05,35855,41047,33516,50902,37068,41587,33801,50902
1109,2007-06,35855,41047,33516,50902,37068,41587,33801,50902
1110,2007-07,35855,41047,33516,50902,37068,41587,33801,50902
1111,2007-08,35855,41047,33516,50902,37068,41587,33801,50902
1112,2007-09,35855,41047,33516,50902,37068,41587,33801,50902
1113,2007-10,35855,41047,33516,50902,37068,41587,33801,50902
1114,2007-11,35855,41047,33516,50902,37068,41587,33801,50902
1115,2007-12,35855,41047,33516,50902,37068,41587,33801,50902
1116,2008-01,35755,41333,33492,50276,36928,42117,33643,50276
1117,2008-02,35755,41333,33492,50276,36928,42117,33643,50276
1118,2008-03,35755,41333,33492,50276,36928,42117,33643,50276
1119,2008-04,35755,41333,33492,50276,36928,42117,33643,50276
1120,2008-05,35755,41333,33492,50276,36928,42117,33643,50276
1121,2008-06,35755,41333,33492,50276,36928,42117,33643,50276
1122,2008-07,35755,41333,33492,50276,36928,42117,33643,50276
1123,2008-08,35755,41333,33492,50276,36928,42117,33643,50276
1124,2008-09,35755,41333,33492,50276,36928,42117,33643,50276
1125,2008-10,35755,41333,33492,50276,36928,42117,33643,50276
1126,2008-11,35755,41333,33492,50276,36928,42117,33643,50276
1127,2008-12,35755,41333,33492,50276,36928,42117,33643,50276
1128,2009-01,35255,39480,32962,48453,35642,39852,32181,48453
1129,2009-02,35255,39480,32962,48453,35642,39852,32181,48453
1130,2009-03,35255,39480,32962,48453,35642,39852,32181,48453
1131,2009-04,35255,39480,32962,48453,35642,39852,32181,48453
1132,2009-05,35255,39480,32962,48453,35642,39852,32181,48453
1133,2009-06,35255,39480,32962,48453,35642,39852,32181,48453
1134,2009-07,35255,39480,32962,48453,35642,39852,32181,48453
1135,2009-08,35255,39480,32962,48453,35642,39852,32181,48453
1136,2009-09,35255,39480,32962,48453,35642,39852,32181,48453
1137,2009-10,35255,39480,32962,48453,35642,39852,32181,48453
1138,2009-11,35255,39480,32962,48453,35642,39852,32181,48453
1139,2009-12,35255,39480,32962,48453,35642,39852,32181,48453
1140,2010-01,35871,41215,32160,49267,36141,41576,32042,49267
1141,2010-02,35871,41215,32160,49267,36141,41576,32042,49267
1142,2010-03,35871,41215,32160,49267,36141,41576,32042,49267
1143,2010-04,35871,41215,32160,49267,36141,41576,32042,49267
1144,2010-05,35871,41215,32160,49267,36141,41576,32042,49267
1145,2010-06,35871,41215,32160,49267,36141,41576,32042,49267
1146,2010-07,35871,41215,32160,49267,36141,41576,32042,49267
1147,2010-08,35871,41215,32160,49267,36141,41576,32042,49267
1148,2010-09,35871,41215,32160,49267,36141,41576,32042,49267
1149,2010-10,35871,41215,32160,49267,36141,41576,32042,49267
1150,2010-11,35871,41215,32160,49267,36141,41576,32042,49267
1151,2010-12,35871,41215,32160,49267,36141,41576,32042,49267
1152,2011-01,36691,43189,31600,49675,36691,43189,31600,49675
1153,2011-02,36691,43189,31600,49675,36691,43189,31600,49675
1154,2011-03,36691,43189,31600,49675,36691,43189,31600,49675
1155,2011-04,36691,43189,31600,49675,36691,43189,31600,49675
1156,2011-05,36691,43189,31600,49675,36691,43189,31600,49675
1157,2011-06,36691,43189,31600,49675,36691,43189,31600,49675
1158,2011-07,36691,43189,31600,49675,36691,43189,31600,49675
1159,2011-08,36691,43189,31600,49675,36691,43189,31600,49675
1160,2011-09,36691,43189,31600,49675,36691,43189,31600,49675
1161,2011-10,36691,43189,31600,49675,36691,43189,31600,49675
1162,2011-11,36691,43189,31600,49675,36691,43189,31600,49675
1163,2011-12,36691,43189,31600,49675,36691,43189,31600,49675
1164,2012-01,36773,43198,31491,50394,36571,43320,30699,50394
1165,2012-02,36773,43198,31491,50394,36571,43320,30699,50394
1166,2012-03,36773,43198,31491,50394,36571,43320,30699,50394
1167,2012-04,36773,43198,31491,50394,36571,43320,30699,50394
1168,2012-05,36773,43198,31491,50394,36571,43320,30699,50394
1169,2012-06,36773,43198,31491,50394,36571,43320,30699,50394
1170,2012-07,36773,43198,31491,50394,36571,43320,30699,50394
1171,2012-08,36773,43198,31491,50394,36571,43320,30699,50394
1172,2012-09,36773,43198,31491,50394,36571,43320,30699,50394
1173,2012-10,36773,43198,31491,50394,36571,43320,30699,50394
1174,2012-11,36773,43198,31491,50394,36571,43320,30699,50394
1175,2012-12,36773,43198,31491,50394,36571,43320,30699,50394
1176,2013-01,37926,44560,31527,50863,36632,43413,30280,50863
1177,2013-02,37926,44560,31527,50863,36632,43413,30280,50863
1178,2013-03,37926,44560,31527,50863,36632,43413,30280,50863
1179,2013-04,37926,44560,31527,50863,36632,43413,30280,50863
1180,2013-05,37926,44560,31527,50863,36632,43413,30280,50863
1181,2013-06,37926,44560,31527,50863,36632,43413,30280,50863
1182,2013-07,37926,44560,31527,50863,36632,43413,30280,50863
1183,2013-08,37926,44560,31527,50863,36632,43413,30280,50863
1184,2013-09,37926,44560,31527,50863,36632,43413,30280,50863
1185,2013-10,37926,44560,31527,50863,36632,43413,30280,50863
1186,2013-11,37926,44560,31527,50863,36632,43413,30280,50863
1187,2013-12,37926,44560,31527,50863,36632,43413,30280,50863
1188,2014-01,38134,46038,32300,51664,36527,43922,30819,51664
1189,2014-02,38134,46038,32300,51664,36527,43922,30819,51664
1190,2014-03,38134,46038,32300,51664,36527,43922,30819,51664
1191,2014-04,38134,46038,32300,51664,36527,43922,30819,51664
1192,2014-05,38134,46038,32300,51664,36527,43922,30819,51664
1193,2014-06,38134,46038,32300,51664,36527,43922,30819,51664
1194,2014-07,38134,46038,32300,51664,36527,43922,30819,51664
1195,2014-08,38134,46038,32300,51664,36527,43922,30819,51664
1196,2014-09,38134,46038,32300,51664,36527,43922,30819,51664
1197,2014-10,38134,46038,32300,51664,36527,43922,30819,51664
1198,2014-11,38134,46038,32300,51664,36527,43922,30819,51664
1199,2014-12,38134,46038,32300,51664,36527,43922,30819,51664
1200,2015-01,38448,46426,33376,52591,36827,44293,31847,52591
1201,2015-02,38448,46426,33376,52591,36827,44293,31847,52591
1202,2015-03,38448,46426,33376,52591,36827,44293,31847,52591
1203,2015-04,38448,46426,33376,52591,36827,44293,31847,52591
1204,2015-05,38448,46426,33376,52591,36827,44293,31847,52591
1205,2015-06,38448,46426,33376,52591,36827,44293,31847,52591
1206,2015-07,38448,46426,33376,52591,36827,44293,31847,52591
1207,2015-08,38448,46426,33376,52591,36827,44293,31847,52591
1208,2015-09,38448,46426,33376,52591,36827,44293,31847,52591
1209,2015-10,38448,46426,33376,52591,36827,44293,31847,52591
1210,2015-11,38448,46426,33376,52591,36827,44293,31847,52591
1211,2015-12,38448,46426,33376,52591,36827,44293,31847,52591
1212,2016-01,38758,46841,31556,53015,37124,44689,30110,53015
1213,2016-02,38758,46841,31556,53015,37124,44689,30110,53015
1214,2016-03,38758,46841,31556,53015,37124,44689,30110,53015
1215,2016-04,38758,46841,31556,53015,37124,44689,30110,53015
1216,2016-05,38758,46841,31556,53015,37124,44689,30110,53015
1217,2016-06,38758,46841,31556,53015,37124,44689,30110,53015
1218,2016-07,38758,46841,31556,53015,37124,44689,30110,53015
1219,2016-08,38758,46841,31556,53015,37124,44689,30110,53015
1220,2016-09,38758,46841,31556,53015,37124,44689,30110,53015
1221,2016-10,38758,46841,31556,53015,37124,44689,30110,53015
1222,2016-11,38758,46841,31556,53015,37124,44689,30110,53015
1223,2016-12,38758,46841,31556,53015,37124,44689,30110,53015
